876	7
881	24
876	35
876	6
878	25
876	15
876	19
878	18
878	22
878	22
876	13
881	14
884	11
878	13
876	5
892	-8
887	-7
895	-7
895	-7
892	-8
887	-7
892	-7
895	-7
895	-8
895	-8
895	-9
895	-9
895	-8
895	-8
909	-8
909	-8
909	-8
909	-6
901	-7
895	-7
898	11
887	2
895	-8
895	-7
890	-8
892	-9
898	-9
887	-8
890	-8
895	-7
895	-8
898	-9
887	-9
887	-7
892	-8
892	-8
887	-8
887	9
887	-8
881	-8
887	-9
878	-8
887	-7
881	-8
887	-8
887	-9
887	9
887	13
884	13
887	13
887	11
887	13
878	11
881	13
881	13
887	11
881	14
884	14
887	13
887	13
878	13
884	14
881	25
884	7
887	7
876	11
870	7
870	7
864	7
864	8
864	7
864	8
864	7
864	7
856	6
859	7
864	7
864	7
864	7
864	7
859	8
864	8
870	6
876	6
870	7
870	8
873	42
876	20
876	22
878	13
878	13
876	20
878	20
878	18
870	18
876	11
878	10
878	11
878	12
878	-8
887	-7
887	-8
887	-6
887	-9
895	-7
887	-8
895	-8
887	-8
887	-8
895	-6
895	-7
892	-8
895	-8
892	-7
909	-8
904	-5
904	-8
907	-8
895	-1
887	-1
887	-9
890	-5
895	-7
887	1
887	-8
887	-7
887	-8
898	-9
895	-4
892	-8
898	-8
895	-8
895	-8
890	13
887	-8
887	-8
887	-8
887	-9
887	-8
887	-9
884	-9
884	-8
887	-8
887	19
887	15
884	9
887	14
887	11
884	13
884	15
884	13
887	14
884	13
881	13
887	14
884	11
884	13
887	13
887	13
884	14
884	13
884	16
881	21
881	7
878	6
876	6
864	6
864	8
864	7
864	9
859	17
859	8
864	7
864	17
864	7
864	6
856	8
864	7
859	6
864	6
864	7
859	7
864	9
864	19
870	65
876	8
876	8
870	66
873	18
876	19
873	19
876	5
881	20
870	20
878	28
878	11
878	14
876	11
881	10
878	11
887	-7
887	-9
892	-7
887	-8
887	-7
895	-7
895	-7
895	-8
887	-8
887	-7
892	-9
898	-8
892	-8
887	-6
901	-8
904	-8
909	-7
918	-8
898	-8
890	4
895	-3
895	-7
895	-7
895	-3
892	3
887	-7
890	-8
895	-8
887	-8
887	-8
895	-8
887	-8
898	-8
895	-8
887	-8
895	-8
884	-9
890	-8
887	-8
887	-8
887	-7
887	-8
890	-8
895	-8
887	-8
884	-8
887	14
887	33
887	15
887	13
887	13
887	13
884	11
887	13
887	13
887	13
887	15
887	13
890	13
884	13
892	14
887	17
884	23
887	7
884	7
881	7
864	32
864	8
864	20
870	7
864	17
870	7
864	7
859	6
864	7
870	7
864	8
864	6
859	6
864	8
864	7
870	6
864	7
870	9
876	14
870	21
881	16
878	13
878	25
876	7
873	17
881	21
878	7
884	23
878	21
884	11
884	11
876	13
878	9
884	9
887	-7
887	-7
887	-9
895	-7
892	-8
887	-8
895	-8
895	-7
898	-9
895	-8
895	-7
892	-8
901	-7
895	-8
909	-8
909	-8
909	-8
918	-9
901	5
898	44
895	-2
895	-9
898	-4
892	-8
895	17
890	-8
890	-8
890	-8
895	-8
898	-8
904	-7
901	-8
895	-8
895	-7
898	-8
895	14
890	15
887	-8
887	-8
895	-8
887	-8
895	-9
890	-9
887	-7
890	-8
898	-5
895	13
887	14
895	15
895	11
887	13
887	13
887	13
895	13
895	14
887	12
884	13
890	14
887	14
887	12
895	10
887	11
887	23
887	8
878	17
878	11
870	9
864	9
864	22
864	5
864	7
870	7
873	8
870	7
864	24
864	7
864	7
864	7
864	6
859	7
861	6
864	7
864	7
876	8
878	7
873	8
881	20
876	22
878	6
878	5
884	13
884	21
878	18
884	20
878	22
878	24
884	13
884	10
884	11
884	11
887	-8
898	-8
895	-8
901	-8
895	-8
892	-8
901	-8
895	-9
898	-7
901	-8
901	-8
895	-8
895	-8
898	-8
915	-7
921	-7
918	-6
918	-9
898	-7
898	-7
895	29
895	9
898	-6
895	-9
895	-8
895	-8
892	-8
887	-8
895	-7
892	-8
895	-8
901	-8
898	-7
895	-8
895	-8
895	-7
895	-8
890	-8
895	25
895	-8
895	-7
895	-7
887	-8
887	-9
892	-8
892	-9
887	-4
884	15
887	11
890	13
890	11
887	13
887	12
890	13
887	12
895	13
892	13
892	13
892	13
887	14
895	14
887	15
887	24
887	6
887	7
887	19
864	9
870	16
876	7
876	7
864	9
864	6
870	36
864	6
864	7
859	7
864	7
870	9
870	7
870	7
870	9
870	23
870	6
878	22
876	6
878	7
878	17
881	21
876	16
881	22
881	14
884	9
884	16
887	20
884	19
887	16
884	9
884	10
876	11
887	9
887	-9
895	-8
895	-7
895	-7
898	-8
898	-8
895	-8
890	-8
895	-7
895	-8
898	-8
895	-7
898	-8
898	-8
909	-7
915	-7
909	-8
918	-7
901	-6
898	-6
898	-7
895	-8
901	-8
901	-9
898	-7
898	-8
892	-9
901	-7
895	0
901	-8
898	-8
904	-9
904	-8
901	9
895	9
895	-8
887	-9
890	-8
892	-3
892	9
890	-8
895	-9
892	-9
898	-8
895	17
895	13
895	14
892	13
898	14
895	14
890	13
887	13
895	13
895	13
892	14
890	11
895	14
887	13
887	13
895	12
890	13
895	14
895	23
895	6
887	7
887	11
876	11
864	11
876	7
876	8
876	8
864	6
870	20
876	7
873	7
864	8
867	7
864	7
864	6
873	9
870	7
870	7
873	7
873	16
878	5
881	18
884	6
881	6
878	15
878	21
881	15
881	25
887	6
884	20
887	22
887	13
884	14
887	14
887	14
887	11
892	-8
895	-8
901	-8
898	-8
898	-7
895	-9
898	-7
895	-8
898	-8
898	-8
898	-7
901	-8
898	-9
901	-8
915	-8
918	-6
915	-7
921	-7
904	6
901	-8
898	-8
895	-8
895	-8
895	0
898	-3
898	-9
895	-6
895	-9
901	-8
901	-8
901	-7
901	-9
901	-8
895	-8
895	-8
898	-8
895	-8
890	-8
895	-9
895	-8
898	-7
887	-3
895	-8
892	-8
895	-8
895	34
895	14
895	11
895	14
895	11
895	11
895	14
895	13
892	13
895	14
892	11
892	13
895	15
895	13
887	12
890	14
