521	-8
521	-7
532	-7
535	-7
540	-8
540	-8
532	-8
523	-8
523	-8
529	-8
526	-8
526	-8
526	-8
526	-8
560	-8
566	-8
571	-8
571	-8
552	-8
521	-8
518	-6
512	-8
518	-5
518	-6
518	-7
521	-9
518	-8
518	-8
521	-8
518	-8
529	-8
526	-8
526	-8
526	-8
518	-8
521	-8
518	-8
515	-7
512	-8
509	-8
509	-9
507	-8
507	-8
509	6
507	4
509	2
509	3
507	3
507	2
504	5
507	5
509	5
509	2
507	5
507	3
509	1
507	1
509	3
504	2
507	2
509	2
504	1
498	7
498	8
501	8
495	7
461	9
459	7
464	7
464	7
459	7
464	9
467	12
470	7
461	9
456	7
453	8
461	7
453	7
453	26
464	7
464	8
473	9
481	8
487	6
484	6
487	-8
495	1
498	4
504	5
504	5
501	-3
504	5
498	-2
504	0
501	0
501	3
504	1
507	-1
507	14
526	-9
538	-8
535	-7
535	-8
538	-7
535	-8
535	-8
532	-7
526	-6
532	-7
523	-8
529	-8
532	-8
523	-8
560	-9
569	-8
571	-8
574	-8
552	-2
523	-6
518	3
521	-9
521	-8
521	-8
518	-8
521	-8
521	-8
518	-8
518	-8
518	-9
532	-8
526	-8
521	-8
526	-8
518	-8
512	-8
515	-8
518	-8
509	-8
509	-7
509	-8
512	-8
507	-9
509	15
501	5
507	2
507	1
509	5
509	2
512	1
501	3
504	1
507	1
509	3
507	3
504	5
509	3
512	3
504	3
512	2
507	1
509	0
498	7
501	19
498	6
495	6
456	9
453	10
459	7
464	6
467	8
467	7
464	8
467	7
459	8
461	8
459	8
459	7
453	8
453	7
461	7
467	8
473	9
478	6
487	9
498	6
495	9
495	8
495	4
504	5
501	5
501	5
501	-3
504	-2
504	1
504	0
504	-1
504	0
509	2
509	-9
526	-7
526	-7
538	-7
538	-8
535	-9
532	-8
535	-8
529	-8
535	-8
532	-8
526	-7
535	-8
526	-7
529	-8
569	-9
571	-7
577	-8
571	-7
546	-8
521	-5
518	-6
518	-3
521	-7
521	-8
521	-8
515	-8
521	-7
523	-8
521	-8
523	-8
532	-8
529	-9
523	-8
523	-8
521	-8
512	-7
518	-8
512	-8
518	-8
509	-8
509	-8
509	-8
509	-8
509	15
507	3
512	2
504	2
504	1
507	1
509	3
504	2
507	1
509	2
504	2
512	2
509	2
507	2
507	2
509	2
509	3
504	4
501	-1
498	5
495	3
487	8
495	8
467	7
456	18
459	9
464	7
473	18
470	9
470	8
467	9
459	7
456	8
461	7
459	8
450	7
453	22
467	7
473	6
473	8
481	9
487	6
487	-2
495	5
495	9
501	5
504	4
507	4
501	-1
501	5
501	1
501	2
504	1
509	0
507	1
507	7
504	-1
532	-8
538	-8
540	-7
540	-8
538	-9
535	-8
535	-9
535	-8
523	-8
526	-8
535	-8
535	-8
540	-8
535	-8
577	-7
571	-8
577	-8
577	-7
540	-7
521	3
523	-5
521	-8
518	-7
518	-8
521	-8
521	-7
521	-8
521	-8
